TİCARİ BM;BÖLGE;ÜTE;DEPO GRUBU;DEPO ŞUBESİ;GLN;ECZANE ADI;İLÇE;İL;BARKOD;ÜRÜN ADI;ADET;MF
İsa Camgöz;ECZANE IST AND 3;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546080045;Redoxon Kids 60;120;18
İsa Camgöz;ECZANE IST AND 4;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546020447;Redoxon 3'lü Etki 15 Efervesan Tablet;400;50
İsa Camgöz;ECZANE IST AND 5;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546020454;Redoxon 3'lü Etki 30 Efervesan Tablet;240;30
İsa Camgöz;ECZANE IST AND 6;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546020461;Redoxon Essential 1000mg TAEF TUBE 15 TR;180;25
İsa Camgöz;ECZANE IST AND 7;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546090396;Supradyn CoQ10 FCT 30 Film Kaplı Tablet;360;72
İsa Camgöz;ECZANE IST AND 8;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546020393;Supradyn 15 Effervesan Tablet ;180;36
İsa Camgöz;ECZANE IST AND 9;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546020386;Supradyn 30 Effervesan Tablet ;180;36
İsa Camgöz;ECZANE IST AND 10;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546080069;Supradyn Kids Magic Beans TSCH 60 TR;180;45
İsa Camgöz;ECZANE IST AND 11;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546094134;Supradyn Focus TAFI BT 30 TR;360;72
İsa Camgöz;ECZANE IST AND 12;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546358625;Bepanthol Cilt Bakım Kremi 30gr.;300;30
İsa Camgöz;ECZANE IST AND 13;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546358694;Bepanthol Cilt Bakım Kremi 50gr.;60;6
İsa Camgöz;ECZANE IST AND 14;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546358632;Bepanthol Cilt Bakım Kremi 100gr.;180;18
İsa Camgöz;ECZANE IST AND 15;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546370399;Bepanthol Baby Pişik Önleyici Merhem 30gr.;300;30
İsa Camgöz;ECZANE IST AND 16;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546370429;Bepanthol Baby Pişik Önleyici Merhem 50gr.;100;10
İsa Camgöz;ECZANE IST AND 17;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546370382;Bepanthol Baby Pişik Önleyici Merhem 100gr.;180;18
İsa Camgöz;ECZANE IST AND 18;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546350209;Bepanthol Dudak Bakım Kremi 7,5 ml;120;16
İsa Camgöz;ECZANE IST AND 19;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546630004;Bepanthol Lipstick Güneş Koruyucu Dudak Bakım Kremi 4,5 gr.;120;16
İsa Camgöz;ECZANE IST AND 20;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546370580;Bepanthol Onarıcı Bakım Merhemi 30gr.;300;30
İsa Camgöz;ECZANE IST AND 21;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546370412;Bepanthol Onarıcı Bakım Merhemi 50gr.;100;10
İsa Camgöz;ECZANE IST AND 22;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546358823;Bepanthol SensiDaily Vücut Kremi 200ml;10;1
İsa Camgöz;ECZANE IST AND 23;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546358700;Bepanthol SensiDaily 400ml Vücut Kremi (Pompalı);10;1
İsa Camgöz;ECZANE IST AND 24;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546485253;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 200 ml ;10;1
İsa Camgöz;ECZANE IST AND 25;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546485246;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 200 ml ;10;1
İsa Camgöz;ECZANE IST AND 26;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546358786;Bepanthol Derma Nem & Besleyici SPF 25 Güneş Koruyuculu Günlük Yüz Bakım Kr 50ML;10;1
İsa Camgöz;ECZANE IST AND 27;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546340071;Bepanthol Derma Arındırıcı & Canlandırıcı Günlük Yüz Temizleme Jeli 200ML;10;1
İsa Camgöz;ECZANE IST AND 28;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546358830;Bepanthol Derma Nemlendirici & Besleyici Günlük Yüz Bakım Kremi ;10;1
İsa Camgöz;ECZANE IST AND 29;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546358779;Bepanthol Derma Yoğun Nemlendirici Gece Bakım Kremi 50ML;10;1
İsa Camgöz;ECZANE IST AND 30;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546485260;Bepanthol Derma Temel Nemlendirici Günlük Vücut Losyonu 400ml TR;10;1
İsa Camgöz;ECZANE IST AND 31;DİLARA BAĞCIOĞLU;Selçuk;Ümraniye;8680001285846;Yeni dilek;Kadıköy;İstanbul;8699546485277;Bepanthol Derma Yoğun Nemlendirici Günlük Vücut Losyonu 400ml TR ;10;1
